country,continent,year,lifeExp,pop,gdpPercap,avg_life,avg_gdp,total_pop
Albania,Europe,2007,76.423,3600523,5937.029526,77.6486,25054.481635933334,586098529
Algeria,Africa,1952,43.077,9279525,2449.008185,39.1355,1252.5724658211539,237640501
Algeria,Africa,1957,45.685,10270856,3013.976023,41.26634615384615,1385.2360622557692,264837738
Algeria,Africa,1962,48.303,11000948,2550.81688,43.319442307692306,1598.0788248461538,296516865
Algeria,Africa,1967,51.407,12760499,3246.991771,45.334538461538465,2050.3638008576922,335289489
Algeria,Africa,1972,54.518,14760787,4182.663766,47.45094230769231,2339.615674198077,379879541
Algeria,Africa,1977,58.014,17152804,4910.416756,49.580423076923076,2585.9385084634614,433061021
Algeria,Africa,1982,61.368,20033753,5745.160213,51.592865384615386,2481.592959753846,499348587
Algeria,Africa,1987,65.799,23254956,5681.358539,53.344788461538464,2282.6689912596153,574834110
Algeria,Africa,1992,67.744,26298373,5023.216647,53.629576923076925,2281.8103332442306,659081517
Algeria,Africa,1997,69.152,29072015,4797.295051,53.59826923076923,2378.759555101923,743832984
Algeria,Africa,2002,70.994,31287142,5288.040382,53.32523076923077,2599.3851588903844,833723916
Algeria,Africa,2007,72.301,33333216,6223.367465,54.80603846153846,3089.0326047365384,929539692
Angola,Africa,1952,30.015,4232095,3520.610273,39.1355,1252.5724658211539,237640501
Angola,Africa,1957,31.999,4561361,3827.940465,41.26634615384615,1385.2360622557692,264837738
Angola,Africa,1962,34,4826015,4269.276742,43.319442307692306,1598.0788248461538,296516865
Angola,Africa,1967,35.985,5247469,5522.776375,45.334538461538465,2050.3638008576922,335289489
Angola,Africa,1972,37.928,5894858,5473.288005,47.45094230769231,2339.615674198077,379879541
Angola,Africa,1977,39.483,6162675,3008.647355,49.580423076923076,2585.9385084634614,433061021
Angola,Africa,1982,39.942,7016384,2756.953672,51.592865384615386,2481.592959753846,499348587
Angola,Africa,1987,39.906,7874230,2430.208311,53.344788461538464,2282.6689912596153,574834110
Angola,Africa,1992,40.647,8735988,2627.845685,53.629576923076925,2281.8103332442306,659081517
Angola,Africa,1997,40.963,9875024,2277.140884,53.59826923076923,2378.759555101923,743832984
Angola,Africa,2002,41.003,10866106,2773.287312,53.32523076923077,2599.3851588903844,833723916
Angola,Africa,2007,42.731,12420476,4797.231267,54.80603846153846,3089.0326047365384,929539692
Argentina,Americas,1952,62.485,17876956,5911.315053,53.27984,4079.0625522,345152446
Argentina,Americas,1957,64.399,19610538,6856.856212,55.96028,4616.04373316,386953916
Argentina,Americas,1962,65.142,21283783,7133.166023,58.39876,4901.5418704,433270254
Argentina,Americas,1967,65.634,22934225,8052.953021,60.41092,5668.25349604,480746623
Argentina,Americas,1972,67.065,24779799,9443.038526,62.39492,6491.33413904,529384210
Argentina,Americas,1977,68.481,26983828,10079.02674,64.39156,7352.00712628,578067699
Argentina,Americas,1982,69.942,29341374,8997.897412,66.22884,7506.73708808,630290920
Argentina,Americas,1987,70.774,31620918,9139.671389,68.09072,7793.40026112,682753971
Argentina,Americas,1992,71.868,33958947,9308.41871,69.56836,8044.93440552,739274104
Argentina,Americas,1997,73.275,36203463,10967.28195,71.15048,8889.30086256,796900410
Argentina,Americas,2002,74.34,38331121,8797.640716,72.42204,9287.67710732,849772762
Argentina,Americas,2007,75.32,40301927,12779.37964,73.60812,11003.03162536,898871184
Australia,Oceania,1952,69.12,8691212,10039.59564,69.255,10298.08565,10686006
Australia,Oceania,1957,70.33,9712569,10949.64959,70.295,11598.522455,11941976
Australia,Oceania,1962,70.93,10794968,12217.22686,71.08500000000001,12696.452430000001,13283518
Australia,Oceania,1967,71.1,11872264,14526.12465,71.31,14495.021789999999,14600414
Australia,Oceania,1972,71.93,13177000,16788.62948,71.91,16417.33338,16106100
Australia,Oceania,1977,73.49,14074100,18334.19751,72.85499999999999,17283.957605,17239000
Australia,Oceania,1982,74.74,15184200,19477.00928,74.28999999999999,18554.70984,18394850
Australia,Oceania,1987,76.32,16257249,21888.88903,75.32,20448.040159999997,19574415
Australia,Oceania,1992,77.56,17481977,23424.76683,76.945,20894.045885,20919651
Australia,Oceania,1997,78.83,18565243,26997.93657,78.19,24024.175170000002,22241430
Australia,Oceania,2002,80.37,19546792,30687.75473,79.74000000000001,26938.77804,23454829
Australia,Oceania,2007,81.235,20434176,34435.36744,80.7195,29810.188275,24549947
Austria,Europe,1952,66.8,6927772,6137.076492,64.4085,5661.0574347599995,418120846
Austria,Europe,1957,67.48,6965860,8842.59803,66.70306666666667,6963.0128159333335,437890351
Austria,Europe,1962,69.54,7129864,10750.72111,68.53923333333333,8365.4868143,460355155
Austria,Europe,1967,70.14,7376998,12834.6024,69.7376,10143.823756533333,481178958
Austria,Europe,1972,70.63,7544201,16661.6256,70.77503333333334,12479.575246466666,500635059
Austria,Europe,1977,72.17,7568430,19749.4223,71.93776666666666,14283.979109599999,517164531
Austria,Europe,1982,73.18,7574613,21597.08362,72.8064,15617.896551233333,531266901
Austria,Europe,1987,74.94,7578903,23687.82607,73.64216666666667,17214.31072663333,543094160
Austria,Europe,1992,76.04,7914969,27042.01868,74.4401,17061.5680842,558142797
Austria,Europe,1997,77.51,8069876,29095.92066,75.50516666666667,19076.7818016,568944148
Austria,Europe,2002,78.98,8148312,32417.60769,76.7006,21711.732422433335,578223869
Austria,Europe,2007,79.829,8199783,36126.4927,77.6486,25054.481635933334,586098529
Bahrain,Asia,1952,50.939,120447,9867.084765,46.31439393939394,5195.484004039394,1395357351
Bahrain,Asia,1957,53.832,138655,11635.79945,49.318544242424245,5787.732939942424,1562780599
Bahrain,Asia,1962,56.923,171863,12753.27514,51.56322303030303,5729.369624775758,1696357182
Bahrain,Asia,1967,59.923,202182,14804.6727,54.66364,5971.1733736060605,1905662900
Bahrain,Asia,1972,63.3,230800,18268.65839,57.31926909090909,8187.468699448485,2150972248
Bahrain,Asia,1977,65.593,297410,19340.10196,59.61055636363636,7791.314019930303,2384513556
Bahrain,Asia,1982,69.052,377967,19211.14731,62.617939393939395,7434.135157484849,2610135582
Bahrain,Asia,1987,70.75,454612,18524.02406,64.85118181818181,7608.226507730303,2871220762
Bahrain,Asia,1992,72.601,529491,19035.57917,66.53721212121212,8639.690247730303,3133292191
Bahrain,Asia,1997,73.925,598561,20292.01679,68.02051515151516,9834.093295248485,3383285500
Bahrain,Asia,2002,74.795,656397,23403.55927,69.2338787878788,10174.090396578787,3601802203
Bahrain,Asia,2007,75.635,708573,29796.04834,70.72848484848485,12473.026870133333,3811953827
Bangladesh,Asia,1952,37.484,46886859,684.2441716,46.31439393939394,5195.484004039394,1395357351
Bangladesh,Asia,1957,39.348,51365468,661.6374577,49.318544242424245,5787.732939942424,1562780599
Bangladesh,Asia,1962,41.216,56839289,686.3415538,51.56322303030303,5729.369624775758,1696357182
Bangladesh,Asia,1967,43.453,62821884,721.1860862,54.66364,5971.1733736060605,1905662900
Bangladesh,Asia,1972,45.252,70759295,630.2336265,57.31926909090909,8187.468699448485,2150972248
Bangladesh,Asia,1977,46.923,80428306,659.8772322,59.61055636363636,7791.314019930303,2384513556
Bangladesh,Asia,1982,50.009,93074406,676.9818656,62.617939393939395,7434.135157484849,2610135582
Bangladesh,Asia,1987,52.819,103764241,751.9794035,64.85118181818181,7608.226507730303,2871220762
Bangladesh,Asia,1992,56.018,113704579,837.8101643,66.53721212121212,8639.690247730303,3133292191
Bangladesh,Asia,1997,59.412,123315288,972.7700352,68.02051515151516,9834.093295248485,3383285500
Bangladesh,Asia,2002,62.013,135656790,1136.39043,69.2338787878788,10174.090396578787,3601802203
Bangladesh,Asia,2007,64.062,150448339,1391.253792,70.72848484848485,12473.026870133333,3811953827
Belgium,Europe,1952,68,8730405,8343.105127,64.4085,5661.0574347599995,418120846
Belgium,Europe,1957,69.24,8989111,9714.960623,66.70306666666667,6963.0128159333335,437890351
Belgium,Europe,1962,70.25,9218400,10991.20676,68.53923333333333,8365.4868143,460355155
Belgium,Europe,1967,70.94,9556500,13149.04119,69.7376,10143.823756533333,481178958
Belgium,Europe,1972,71.44,9709100,16672.14356,70.77503333333334,12479.575246466666,500635059
Belgium,Europe,1977,72.8,9821800,19117.97448,71.93776666666666,14283.979109599999,517164531
Belgium,Europe,1982,73.93,9856303,20979.84589,72.8064,15617.896551233333,531266901
Belgium,Europe,1987,75.35,9870200,22525.56308,73.64216666666667,17214.31072663333,543094160
Belgium,Europe,1992,76.46,10045622,25575.57069,74.4401,17061.5680842,558142797
Belgium,Europe,1997,77.53,10199787,27561.19663,75.50516666666667,19076.7818016,568944148
Belgium,Europe,2002,78.32,10311970,30485.88375,76.7006,21711.732422433335,578223869
Belgium,Europe,2007,79.441,10392226,33692.60508,77.6486,25054.481635933334,586098529
Benin,Africa,1952,38.223,1738315,1062.7522,39.1355,1252.5724658211539,237640501
Benin,Africa,1957,40.358,1925173,959.6010805,41.26634615384615,1385.2360622557692,264837738
Benin,Africa,1962,42.618,2151895,949.4990641,43.319442307692306,1598.0788248461538,296516865
Benin,Africa,1967,44.885,2427334,1035.831411,45.334538461538465,2050.3638008576922,335289489
Benin,Africa,1972,47.014,2761407,1085.796879,47.45094230769231,2339.615674198077,379879541
Benin,Africa,1977,49.19,3168267,1029.161251,49.580423076923076,2585.9385084634614,433061021
Benin,Africa,1982,50.904,3641603,1277.897616,51.592865384615386,2481.592959753846,499348587
Benin,Africa,1987,52.337,4243788,1225.85601,53.344788461538464,2282.6689912596153,574834110
Benin,Africa,1992,53.919,4981671,1191.207681,53.629576923076925,2281.8103332442306,659081517
Benin,Africa,1997,54.777,6066080,1232.975292,53.59826923076923,2378.759555101923,743832984
Benin,Africa,2002,54.406,7026113,1372.877931,53.32523076923077,2599.3851588903844,833723916
Benin,Africa,2007,56.728,8078314,1441.284873,54.80603846153846,3089.0326047365384,929539692
Bolivia,Americas,1952,40.414,2883315,2677.326347,53.27984,4079.0625522,345152446
Bolivia,Americas,1957,41.89,3211738,2127.686326,55.96028,4616.04373316,386953916
Bolivia,Americas,1962,43.428,3593918,2180.972546,58.39876,4901.5418704,433270254
Bolivia,Americas,1967,45.032,4040665,2586.886053,60.41092,5668.25349604,480746623
Bolivia,Americas,1972,46.714,4565872,2980.331339,62.39492,6491.33413904,529384210
Bolivia,Americas,1977,50.023,5079716,3548.097832,64.39156,7352.00712628,578067699
Bolivia,Americas,1982,53.859,5642224,3156.510452,66.22884,7506.73708808,630290920
Bolivia,Americas,1987,57.251,6156369,2753.69149,68.09072,7793.40026112,682753971
Bolivia,Americas,1992,59.957,6893451,2961.699694,69.56836,8044.93440552,739274104
Bolivia,Americas,1997,62.05,7693188,3326.143191,71.15048,8889.30086256,796900410
Bolivia,Americas,2002,63.883,8445134,3413.26269,72.42204,9287.67710732,849772762
Bolivia,Americas,2007,65.554,9119152,3822.137084,73.60812,11003.03162536,898871184
Bosnia and Herzegovina,Europe,1952,53.82,2791000,973.5331948,64.4085,5661.0574347599995,418120846
Bosnia and Herzegovina,Europe,1957,58.45,3076000,1353.989176,66.70306666666667,6963.0128159333335,437890351
Bosnia and Herzegovina,Europe,1962,61.93,3349000,1709.683679,68.53923333333333,8365.4868143,460355155
Bosnia and Herzegovina,Europe,1967,64.79,3585000,2172.352423,69.7376,10143.823756533333,481178958
Bosnia and Herzegovina,Europe,1972,67.45,3819000,2860.16975,70.77503333333334,12479.575246466666,500635059
Bosnia and Herzegovina,Europe,1977,69.86,4086000,3528.481305,71.93776666666666,14283.979109599999,517164531
Bosnia and Herzegovina,Europe,1982,70.69,4172693,4126.613157,72.8064,15617.896551233333,531266901
Bosnia and Herzegovina,Europe,1987,71.14,4338977,4314.114757,73.64216666666667,17214.31072663333,543094160
Bosnia and Herzegovina,Europe,1992,72.178,4256013,2546.781445,74.4401,17061.5680842,558142797
Bosnia and Herzegovina,Europe,1997,73.244,3607000,4766.355904,75.50516666666667,19076.7818016,568944148
Bosnia and Herzegovina,Europe,2002,74.09,4165416,6018.975239,76.7006,21711.732422433335,578223869
Bosnia and Herzegovina,Europe,2007,74.852,4552198,7446.298803,77.6486,25054.481635933334,586098529
Botswana,Africa,1952,47.622,442308,851.2411407,39.1355,1252.5724658211539,237640501
Botswana,Africa,1957,49.618,474639,918.2325349,41.26634615384615,1385.2360622557692,264837738
Botswana,Africa,1962,51.52,512764,983.6539764,43.319442307692306,1598.0788248461538,296516865
Botswana,Africa,1967,53.298,553541,1214.709294,45.334538461538465,2050.3638008576922,335289489
Botswana,Africa,1972,56.024,619351,2263.611114,47.45094230769231,2339.615674198077,379879541
Botswana,Africa,1977,59.319,781472,3214.857818,49.580423076923076,2585.9385084634614,433061021
Botswana,Africa,1982,61.484,970347,4551.14215,51.592865384615386,2481.592959753846,499348587
Botswana,Africa,1987,63.622,1151184,6205.88385,53.344788461538464,2282.6689912596153,574834110
Botswana,Africa,1992,62.745,1342614,7954.111645,53.629576923076925,2281.8103332442306,659081517
Botswana,Africa,1997,52.556,1536536,8647.142313,53.59826923076923,2378.759555101923,743832984
Botswana,Africa,2002,46.634,1630347,11003.60508,53.32523076923077,2599.3851588903844,833723916
Botswana,Africa,2007,50.728,1639131,12569.85177,54.80603846153846,3089.0326047365384,929539692
Brazil,Americas,1952,50.917,56602560,2108.944355,53.27984,4079.0625522,345152446
Brazil,Americas,1957,53.285,65551171,2487.365989,55.96028,4616.04373316,386953916
Brazil,Americas,1962,55.665,76039390,3336.585802,58.39876,4901.5418704,433270254
Brazil,Americas,1967,57.632,88049823,3429.864357,60.41092,5668.25349604,480746623
Brazil,Americas,1972,59.504,100840058,4985.711467,62.39492,6491.33413904,529384210
Brazil,Americas,1977,61.489,114313951,6660.118654,64.39156,7352.00712628,578067699
Brazil,Americas,1982,63.336,128962939,7030.835878,66.22884,7506.73708808,630290920
Brazil,Americas,1987,65.205,142938076,7807.095818,68.09072,7793.40026112,682753971
Brazil,Americas,1992,67.057,155975974,6950.283021,69.56836,8044.93440552,739274104
Brazil,Americas,1997,69.388,168546719,7957.980824,71.15048,8889.30086256,796900410
Brazil,Americas,2002,71.006,179914212,8131.212843,72.42204,9287.67710732,849772762
Brazil,Americas,2007,72.39,190010647,9065.800825,73.60812,11003.03162536,898871184
Bulgaria,Europe,1952,59.6,7274900,2444.286648,64.4085,5661.0574347599995,418120846
Bulgaria,Europe,1957,66.61,7651254,3008.670727,66.70306666666667,6963.0128159333335,437890351
Bulgaria,Europe,1962,69.51,8012946,4254.337839,68.53923333333333,8365.4868143,460355155
Bulgaria,Europe,1967,70.42,8310226,5577.0028,69.7376,10143.823756533333,481178958
Bulgaria,Europe,1972,70.9,8576200,6597.494398,70.77503333333334,12479.575246466666,500635059
Bulgaria,Europe,1977,70.81,8797022,7612.240438,71.93776666666666,14283.979109599999,517164531
Bulgaria,Europe,1982,71.08,8892098,8224.191647,72.8064,15617.896551233333,531266901
Bulgaria,Europe,1987,71.34,8971958,8239.854824,73.64216666666667,17214.31072663333,543094160
Bulgaria,Europe,1992,71.19,8658506,6302.623438,74.4401,17061.5680842,558142797
Bulgaria,Europe,1997,70.32,8066057,5970.38876,75.50516666666667,19076.7818016,568944148
Bulgaria,Europe,2002,72.14,7661799,7696.777725,76.7006,21711.732422433335,578223869
Bulgaria,Europe,2007,73.005,7322858,10680.79282,77.6486,25054.481635933334,586098529
Burkina Faso,Africa,1952,31.975,4469979,543.2552413,39.1355,1252.5724658211539,237640501
Burkina Faso,Africa,1957,34.906,4713416,617.1834648,41.26634615384615,1385.2360622557692,264837738
Burkina Faso,Africa,1962,37.814,4919632,722.5120206,43.319442307692306,1598.0788248461538,296516865
Burkina Faso,Africa,1967,40.697,5127935,794.8265597,45.334538461538465,2050.3638008576922,335289489
Burkina Faso,Africa,1972,43.591,5433886,854.7359763,47.45094230769231,2339.615674198077,379879541
Burkina Faso,Africa,1977,46.137,5889574,743.3870368,49.580423076923076,2585.9385084634614,433061021
Burkina Faso,Africa,1982,48.122,6634596,807.1985855,51.592865384615386,2481.592959753846,499348587
Burkina Faso,Africa,1987,49.557,7586551,912.0631417,53.344788461538464,2282.6689912596153,574834110
Burkina Faso,Africa,1992,50.26,8878303,931.7527731,53.629576923076925,2281.8103332442306,659081517
Burkina Faso,Africa,1997,50.324,10352843,946.2949618,53.59826923076923,2378.759555101923,743832984
Burkina Faso,Africa,2002,50.65,12251209,1037.645221,53.32523076923077,2599.3851588903844,833723916
Burkina Faso,Africa,2007,52.295,14326203,1217.032994,54.80603846153846,3089.0326047365384,929539692
Burundi,Africa,1952,39.031,2445618,339.2964587,39.1355,1252.5724658211539,237640501
Burundi,Africa,1957,40.533,2667518,379.5646281,41.26634615384615,1385.2360622557692,264837738
Burundi,Africa,1962,42.045,2961915,355.2032273,43.319442307692306,1598.0788248461538,296516865
Burundi,Africa,1967,43.548,3330989,412.9775136,45.334538461538465,2050.3638008576922,335289489
Burundi,Africa,1972,44.057,3529983,464.0995039,47.45094230769231,2339.615674198077,379879541
Burundi,Africa,1977,45.91,3834415,556.1032651,49.580423076923076,2585.9385084634614,433061021
Burundi,Africa,1982,47.471,4580410,559.603231,51.592865384615386,2481.592959753846,499348587
Burundi,Africa,1987,48.211,5126023,621.8188189,53.344788461538464,2282.6689912596153,574834110
Burundi,Africa,1992,44.736,5809236,631.6998778,53.629576923076925,2281.8103332442306,659081517
Burundi,Africa,1997,45.326,6121610,463.1151478,53.59826923076923,2378.759555101923,743832984
Burundi,Africa,2002,47.36,7021078,446.4035126,53.32523076923077,2599.3851588903844,833723916
Burundi,Africa,2007,49.58,8390505,430.0706916,54.80603846153846,3089.0326047365384,929539692
Cambodia,Asia,1952,39.417,4693836,368.4692856,46.31439393939394,5195.484004039394,1395357351
Cambodia,Asia,1957,41.366,5322536,434.0383364,49.318544242424245,5787.732939942424,1562780599
Cambodia,Asia,1962,43.415,6083619,496.9136476,51.56322303030303,5729.369624775758,1696357182
Cambodia,Asia,1967,45.415,6960067,523.4323142,54.66364,5971.1733736060605,1905662900
Cambodia,Asia,1972,40.317,7450606,421.6240257,57.31926909090909,8187.468699448485,2150972248
Cambodia,Asia,1977,31.22,6978607,524.9721832,59.61055636363636,7791.314019930303,2384513556
Cambodia,Asia,1982,50.957,7272485,624.4754784,62.617939393939395,7434.135157484849,2610135582
Cambodia,Asia,1987,53.914,8371791,683.8955732,64.85118181818181,7608.226507730303,2871220762
Cambodia,Asia,1992,55.803,10150094,682.3031755,66.53721212121212,8639.690247730303,3133292191
Cambodia,Asia,1997,56.534,11782962,734.28517,68.02051515151516,9834.093295248485,3383285500
Cambodia,Asia,2002,56.752,12926707,896.2260153,69.2338787878788,10174.090396578787,3601802203
Cambodia,Asia,2007,59.723,14131858,1713.778686,70.72848484848485,12473.026870133333,3811953827
Cameroon,Africa,1952,38.523,5009067,1172.667655,39.1355,1252.5724658211539,237640501
Cameroon,Africa,1957,40.428,5359923,1313.048099,41.26634615384615,1385.2360622557692,264837738
Cameroon,Africa,1962,42.643,5793633,1399.607441,43.319442307692306,1598.0788248461538,296516865
Cameroon,Africa,1967,44.799,6335506,1508.453148,45.334538461538465,2050.3638008576922,335289489
Cameroon,Africa,1972,47.049,7021028,1684.146528,47.45094230769231,2339.615674198077,379879541
Cameroon,Africa,1977,49.355,7959865,1783.432873,49.580423076923076,2585.9385084634614,433061021
Cameroon,Africa,1982,52.961,9250831,2367.983282,51.592865384615386,2481.592959753846,499348587
Cameroon,Africa,1987,54.985,10780667,2602.664206,53.344788461538464,2282.6689912596153,574834110
Cameroon,Africa,1992,54.314,12467171,1793.163278,53.629576923076925,2281.8103332442306,659081517
Cameroon,Africa,1997,52.199,14195809,1694.337469,53.59826923076923,2378.759555101923,743832984
Cameroon,Africa,2002,49.856,15929988,1934.011449,53.32523076923077,2599.3851588903844,833723916
Cameroon,Africa,2007,50.43,17696293,2042.09524,54.80603846153846,3089.0326047365384,929539692
Canada,Americas,1952,68.75,14785584,11367.16112,53.27984,4079.0625522,345152446
Canada,Americas,1957,69.96,17010154,12489.95006,55.96028,4616.04373316,386953916
Canada,Americas,1962,71.3,18985849,13462.48555,58.39876,4901.5418704,433270254
Canada,Americas,1967,72.13,20819767,16076.58803,60.41092,5668.25349604,480746623
Canada,Americas,1972,72.88,22284500,18970.57086,62.39492,6491.33413904,529384210
Canada,Americas,1977,74.21,23796400,22090.88306,64.39156,7352.00712628,578067699
Canada,Americas,1982,75.76,25201900,22898.79214,66.22884,7506.73708808,630290920
Canada,Americas,1987,76.86,26549700,26626.51503,68.09072,7793.40026112,682753971
Canada,Americas,1992,77.95,28523502,26342.88426,69.56836,8044.93440552,739274104
Canada,Americas,1997,78.61,30305843,28954.92589,71.15048,8889.30086256,796900410
Canada,Americas,2002,79.77,31902268,33328.96507,72.42204,9287.67710732,849772762
Canada,Americas,2007,80.653,33390141,36319.23501,73.60812,11003.03162536,898871184
Central African Republic,Africa,1952,35.463,1291695,1071.310713,39.1355,1252.5724658211539,237640501
Central African Republic,Africa,1957,37.464,1392284,1190.844328,41.26634615384615,1385.2360622557692,264837738
Central African Republic,Africa,1962,39.475,1523478,1193.068753,43.319442307692306,1598.0788248461538,296516865
Central African Republic,Africa,1967,41.478,1733638,1136.056615,45.334538461538465,2050.3638008576922,335289489
Central African Republic,Africa,1972,43.457,1927260,1070.013275,47.45094230769231,2339.615674198077,379879541
Central African Republic,Africa,1977,46.775,2167533,1109.374338,49.580423076923076,2585.9385084634614,433061021
Central African Republic,Africa,1982,48.295,2476971,956.7529907,51.592865384615386,2481.592959753846,499348587
Central African Republic,Africa,1987,50.485,2840009,844.8763504,53.344788461538464,2282.6689912596153,574834110
Central African Republic,Africa,1992,49.396,3265124,747.9055252,53.629576923076925,2281.8103332442306,659081517
Central African Republic,Africa,1997,46.066,3696513,740.5063317,53.59826923076923,2378.759555101923,743832984
Central African Republic,Africa,2002,43.308,4048013,738.6906068,53.32523076923077,2599.3851588903844,833723916
Central African Republic,Africa,2007,44.741,4369038,706.016537,54.80603846153846,3089.0326047365384,929539692
Chad,Africa,1952,38.092,2682462,1178.665927,39.1355,1252.5724658211539,237640501
Chad,Africa,1957,39.881,2894855,1308.495577,41.26634615384615,1385.2360622557692,264837738
Chad,Africa,1962,41.716,3150417,1389.817618,43.319442307692306,1598.0788248461538,296516865
Chad,Africa,1967,43.601,3495967,1196.810565,45.334538461538465,2050.3638008576922,335289489
Chad,Africa,1972,45.569,3899068,1104.103987,47.45094230769231,2339.615674198077,379879541
Chad,Africa,1977,47.383,4388260,1133.98495,49.580423076923076,2585.9385084634614,433061021
Chad,Africa,1982,49.517,4875118,797.9081006,51.592865384615386,2481.592959753846,499348587
Chad,Africa,1987,51.051,5498955,952.386129,53.344788461538464,2282.6689912596153,574834110
Chad,Africa,1992,51.724,6429417,1058.0643,53.629576923076925,2281.8103332442306,659081517
Chad,Africa,1997,51.573,7562011,1004.961353,53.59826923076923,2378.759555101923,743832984
Chad,Africa,2002,50.525,8835739,1156.18186,53.32523076923077,2599.3851588903844,833723916
Chad,Africa,2007,50.651,10238807,1704.063724,54.80603846153846,3089.0326047365384,929539692
Chile,Americas,1952,54.745,6377619,3939.978789,53.27984,4079.0625522,345152446
Chile,Americas,1957,56.074,7048426,4315.622723,55.96028,4616.04373316,386953916
Chile,Americas,1962,57.924,7961258,4519.094331,58.39876,4901.5418704,433270254
Chile,Americas,1967,60.523,8858908,5106.654313,60.41092,5668.25349604,480746623
Chile,Americas,1972,63.441,9717524,5494.024437,62.39492,6491.33413904,529384210
Chile,Americas,1977,67.052,10599793,4756.763836,64.39156,7352.00712628,578067699
Chile,Americas,1982,70.565,11487112,5095.665738,66.22884,7506.73708808,630290920
Chile,Americas,1987,72.492,12463354,5547.063754,68.09072,7793.40026112,682753971
Chile,Americas,1992,74.126,13572994,7596.125964,69.56836,8044.93440552,739274104
Chile,Americas,1997,75.816,14599929,10118.05318,71.15048,8889.30086256,796900410
Chile,Americas,2002,77.86,15497046,10778.78385,72.42204,9287.67710732,849772762
Chile,Americas,2007,78.553,16284741,13171.63885,73.60812,11003.03162536,898871184
China,Asia,1952,44,556263527,400.448611,46.31439393939394,5195.484004039394,1395357351
China,Asia,1957,50.54896,637408000,575.9870009,49.318544242424245,5787.732939942424,1562780599
China,Asia,1962,44.50136,665770000,487.6740183,51.56322303030303,5729.369624775758,1696357182
China,Asia,1967,58.38112,754550000,612.7056934,54.66364,5971.1733736060605,1905662900
China,Asia,1972,63.11888,862030000,676.9000921,57.31926909090909,8187.468699448485,2150972248
China,Asia,1977,63.96736,943455000,741.2374699,59.61055636363636,7791.314019930303,2384513556
China,Asia,1982,65.525,1000281000,962.4213805,62.617939393939395,7434.135157484849,2610135582
China,Asia,1987,67.274,1084035000,1378.904018,64.85118181818181,7608.226507730303,2871220762
China,Asia,1992,68.69,1164970000,1655.784158,66.53721212121212,8639.690247730303,3133292191
China,Asia,1997,70.426,1230075000,2289.234136,68.02051515151516,9834.093295248485,3383285500
China,Asia,2002,72.028,1280400000,3119.280896,69.2338787878788,10174.090396578787,3601802203
China,Asia,2007,72.961,1318683096,4959.114854,70.72848484848485,12473.026870133333,3811953827
Colombia,Americas,1952,50.643,12350771,2144.115096,53.27984,4079.0625522,345152446
Colombia,Americas,1957,55.118,14485993,2323.805581,55.96028,4616.04373316,386953916
Colombia,Americas,1962,57.863,17009885,2492.351109,58.39876,4901.5418704,433270254
Colombia,Americas,1967,59.963,19764027,2678.729839,60.41092,5668.25349604,480746623
Colombia,Americas,1972,61.623,22542890,3264.660041,62.39492,6491.33413904,529384210
Colombia,Americas,1977,63.837,25094412,3815.80787,64.39156,7352.00712628,578067699
